index,smiles,oxidation_potential,reduction_potential
46552,C1C(=O)C[N@@]2C[C@]12C=O,4.3823407881450835,-4.166559263248419
46553,C[C@H]1COc2c1con2,5.023792425143765,-3.898143600970289
46554,C1CC(C1)OC(=O)C#N,4.620620411046329,-4.824323022986792
46555,C1[C@H]2[C@H]3[C@@H]1O[C@@H]2O/C/3=N,4.9214524979802805,-3.8473076895947456
46556,C1c2conc2C[C@H]1O,4.767184146463987,-6.308342049519925
46557,C1[C@@H]2COC(=O)[C@H]3[C@@H]2[N@@]13,,
46558,C1[C@H]2[C@@H]3[C@H](CN2C1=O)O3,4.907925861708063,-5.366385305758231
46559,C1=C[C@]2(CN=C2O)OC1,4.375673068400428,
46560,C(=O)[C@H]1[C@H]2[C@@H]3[C@@H](CO3)[N@@]12,,
46561,C(#C[C@H]1CO/C/1=N)CO,4.401944956961015,-6.227270577173331
46562,C1C[C@@H]2[C@](C#N)([C@H]1O)O2,,
46563,C1[C@@H]2CC(=O)N2CC1=O,4.167969452044926,-4.902754248264901
46564,C1[C@@H]2[C@@H](C(=O)[C@@]32CN3)O1,,
46565,C1[C@H]2C[C@]1(C=O)/C(=N)/O2,,
46566,C1C(=O)[C@H]2CN[C@@]12C=O,4.704681211966599,-5.896072392247734
46567,C1[C@H]2C[C@@H]1O/C(=N)/C2=O,5.067371720023002,-4.50170259620194
46568,C[C@@H]1[C@@H](CO1)C(=O)C#N,4.745204629422514,
46569,C1CC(=O)N2CC(=O)[C@H]12,,
46570,C[C@@H]1c2c(cno2)CO1,,
46571,C1[C@H]2CN[C@]1(C=O)C2=O,3.7841002620721698,-5.063555677224431
46572,C1[C@H]2[C@@H]([C@H]3[C@@H]1O3)/C(=N)/O2,,
46573,C1[C@H]2C[N@]2C(=O)[C@@H]2[C@H]1O2,,
46574,C1[C@H]2[C@@]3(C/C(=N)/O3)[C@@H]1O2,4.145890111240587,-4.4026769092374165
46575,C[C@@H]1[C@H]2[C@@H]1N=COC2=O,4.0219140082813825,-4.475585452384112
46576,CN1=C(C=C=O)C(=O)C1,4.118676884576925,-4.488448025912876
46577,C#CCO[C@@H]1CO/C/1=N,,
46578,C1[C@H]2[C@H]3C(=O)[C@H]([C@@H]2N3)O1,,
46579,C1[C@H]2[C@]3(C[C@H]3N2C1=O)O,,
46580,C1[C@@H]2[C@H](C=O)[C@H](C1=O)N2,4.664139800650955,-5.283935510620213
46581,C1[C@H]2/C(=N)/O[C@@]12[C@H]1CO1,,
46582,C1=C(CO/C/1=N)[C@H]1CO1,,
46583,C(#CCOCC#N)CO,4.891137454466443,
46584,C1C[C@]2(C=O)[C@H]1[N@@]2C=O,,
46585,C#C[C@@H]1[C@H](CC(=O)O)N1,,
46586,C1[C@H]2CO[C@H]2[C@@]1(C#N)O,5.262518019039416,
46587,C1C=CC(=O)/C(=N\O)/C1,,-5.650408304325029
46588,CC#C[C@]1(COC1=O)N,,
46589,CC#CCC(=O)OC=N,4.501957452258066,-5.240898878787848
46590,C1C=CC(=O)O/C(=N)/C1,,
46591,C1[C@@H]2C(=O)C[C@@]1(C=O)N2,2.821552194597243,-6.459006614482351
46592,C[C@@]1(C#N)[C@](C)(C=O)O1,,
46593,C#C[C@@H]1CO[C@@H]1C(=N)O,,
46594,C1[C@H]2[C@@H]1[C@@]1(CO1)/C/2=N/O,,
46595,Cc1ccc(C(=O)N)o1,,-5.663025641023924
46596,CC[C@]1(CC(=O)O1)C#N,3.797783866068639,-3.072176745910329
46597,C(C#N)C(=O)C[C@H]1CO1,3.947611533173185,
46598,C1[C@H]2CC(=O)N(C=O)[C@@H]12,4.174794938885097,-3.3692108926329096
46599,C#C[C@@]1(CN=CO1)OC,4.385000627761255,-4.749656653545972
46600,C1[C@@H]2[C@]3([C@@H](C=O)N3)[C@H]1O2,5.071053723925215,-6.027464825595817
46601,C(C#N)[C@@]1(CCO1)C=O,,
46602,C[C@@H]1[C@@H]2[C@@H]([C@]2(C#N)O)O1,,
46603,C1[C@H]2[C@@H]1[C@](C#N)([C@H]2O)O,,
46604,C#CC[C@@H]1OC/C(=N)/O1,,
46605,C1[C@H]2C(C[N@@]12)(C=O)C=O,,-5.189616719511323
46606,C[C@]12[C@@H]3[C@@H]([C@H]1[N@]2C3=O)O,,
46607,C1[C@@H]2[C@@]3(CO3)[C@@]1(C=O)N2,4.538780422074123,-6.182214268579119
46608,C1[C@H]2[C@@H](C(=O)[C@@]31CO3)N2,,
46609,C1[C@@H]2[C@@H]3[C@@]1(CO3)N=C2O,,
46610,C1=C[C@@H](C=O)N=C(C1)O,,
46611,CC(=O)[C@H]1[C@H]2C[N@]2C1=O,,
46612,C(C#N)C(=O)[C@H]1CCO1,,
46613,C1[C@H]2COC(=N[C@@H]12)C=O,4.46085021492996,
46614,C[C@@H]1[C@H](c2cnoc2)O1,,
46615,C1=C2[C@@H](CC(=N2)O)OC1,3.678508530340477,
46616,C1[C@@H]2[C@H]3[C@H]([C@H]3O1)N=C2O,4.576770575310147,
46617,C1[C@H]2[C@]3(CO2)[C@H]1O/C/3=N,,
46618,C1[C@@H]2[C@H]([C@]31C/C(=N)/O3)O2,4.680780359515265,-5.593331385607089
46619,C[C@]1(C#N)[C@H]2[C@H](CO2)O1,,-4.836422700889162
46620,C1[C@@H]2[C@H]3[C@@H]([C@H](C=O)[N@]12)O3,4.66742615986237,-4.827598351791894
46621,C1=C([C@H]2[C@@H](CC1=O)O2)N,4.86476327523138,-3.5741068504571016
46622,C1=CN=C(C[C@@H]2[C@H]1O2)O,4.3923013873705345,-4.368019963808766
46623,c1coc(C2COC2)n1,4.004337633321993,
46624,C1=C(C[N@]2C[C@@H]2C1=O)O,,
46625,C1[C@@H]2COC(=O)[C@@H]3[C@H]1[N@]23,4.570163957251279,-4.822189076810392
46626,C1=C2[C@H](CN2)OCC1=O,,
46627,C1[C@H]2[C@H]([C@@H]1C2=O)C(=N)O,,
46628,C1C[C@H]2[C@@H]1/C(=N)/OC2=O,,
46629,C1[C@H]2[C@H]3[C@@H]1[N@]3C(=O)[C@H]2O,,
46630,C[C@@]12[C@H]3[C@@H](C(=O)[C@@H]1O2)N3,4.160027707054323,-5.274719543210668
46631,C1C[C@H]2[C@@H]1C(=O)N2C=O,4.7091522589112715,
46632,C1[C@@H]2[C@H]([C@@H]3[C@H]1N3)OC2=O,4.587168683096533,-5.243683490154072
46633,C1CC1N=c1occo1,4.2759451618299495,-5.493456475687199
46634,C1[C@@H]2[C@H]1C(=N[C@@H]2C=O)O,5.3710304641068065,-4.533813068831878
46635,C1COC2=NCC(=O)[C@H]12,,
46636,C1CO[C@H]1c1cnoc1,4.767055132168534,-3.7820508795352366
46637,C/N=C\1/[C@@H]2[C@H](C=O)[C@@H]2O1,,
46638,C1[C@H]2CC(=O)[C@@H](C1=O)N2,,
46639,CC(=O)Cc1ccon1,4.811413209671227,-4.493476517687159
46640,C1[C@H]2[C@H]3[C@H]([C@@H]2N3)OC1=O,3.9445950037448343,
46641,C1[C@H]2[C@@H]1[C@@H]1[C@H](/C/2=N\O)O1,,
46642,C1[C@@H]2C(=O)[C@@]3(C[N@]12)CO3,5.211892119212789,-4.224431114359905
46643,C1C[C@@]2(C=O)[C@]1(C=O)N2,,-5.258038921728658
46644,C1[C@H]2CC(=O)[C@@H]1N=C2O,4.048873546806644,-4.7257949091703635
46645,C(#CCO)C[C@H](C#N)O,,-4.406809643134184
46646,C1CC21/C(=N/O)/[C@@H]1[C@H]2O1,4.442318625674088,-5.269300979519758
46647,C1[C@H]2[C@H]3C[N@]3C(=O)O[C@@H]12,,
46648,C1[C@H]2CC(=O)[C@@H]1N2C=O,4.146078107604407,
46649,C(Cc1ccno1)C=O,4.906651979432863,
46650,C[C@]1(C[C@H](C1=O)O)C#N,4.2187720139395966,-3.0896412722754034
46651,C1[C@@H]2[C@@H]3[C@@]2(CO1)OC=N3,4.11851455521406,
46652,C1[C@@H]2[C@H]3[C@H](CN13)OC2=O,4.6510161767988025,-6.183020876363517
46653,C1[C@@H]2[C@@]3(CN2C1=O)CO3,,
46654,C1[C@@H]2[C@@H]3/C(=N/O)/[C@H]1O[C@H]23,,-4.830359787455964
46655,C1C(=O)C[C@@]2(C=O)[C@@H]1N2,,-5.356986613827249
46656,C1CC21CC(=O)C(=O)N2,4.094982673096237,
46657,C1=C([C@H]2C[C@@H]1O2)N=CO,,-4.450391583757155
46658,C1[C@H]2[C@@H]3[C@H]([C@@H]1OC2=O)N3,,
46659,C1[C@H]2[C@@H](C(=O)[C@H]3[C@@H]1O3)N2,4.680804385616793,-4.0648323744912345
46660,C1CC1(C=O)OCC#N,4.624945634576361,-4.477414654161694
46661,C1C(=O)N2C[C@@H]3[C@H]2[C@]13O,4.476319564737932,
46662,C1[C@@H]2[C@H]([C@@]31COC3=O)N2,4.494884238031372,
46663,C1[C@@]2(CN[C@]12C=O)C=O,4.538527275377928,
46664,C1CN2[C@@H]1C(=O)CC2=O,3.673677967305193,-5.43012514126116
46665,C#C[C@@H]1CO/C(=N)/CO1,,
46666,C1Cc2c(OC1)ocn2,5.257426406319209,-4.1914877315334165
46667,C1=CC(=O)CNCC1=O,3.796533139221137,-5.237851634111794
46668,CC1=N[C@H]2C[C@H]2C(=O)O1,4.363812475305676,
46669,C1[C@H]2[C@H]3[C@@H]1O[C@@H]2/C(=N)/O3,,-5.41574943861946
46670,C1[C@H]2[C@@H]([C@H](C=O)C1=O)N2,4.593491866657641,
46671,CC[C@]1(C=O)[C@H](C#N)O1,4.708517416206232,-4.860907638956124
46672,C1[C@H]2[C@@]3(CC(=N3)O)[C@@H]1O2,4.484338168422764,-5.15324454257956
46673,C1COC[C@H]1C(=O)C#N,3.991296024631592,-4.6329169587547225
46674,C1C[C@@](C=O)([C@@H]1C#N)O,4.522102089386462,-4.4266195246813735
46675,C1=C2CO[C@H]2/C(=N)/OC1,4.393152280767535,-3.1155866458388486
46676,C([C@H]1CO1)[C@]1(C#N)CO1,4.347337180076065,-4.917468884764676
46677,C1[C@@H]2[C@@H]3[C@H]1OC(=O)[C@H]2N3,4.117143045220073,-5.347529390387936
46678,C#CC[C@H]1/C(=N/O)/CO1,,
46679,C1[C@H]2C[C@@]3([C@H]1N=C3O)O2,,
46680,C(C#N)[C@]1(CC=O)CO1,,
46681,C1[C@H](C#N)O[C@@H]2[C@H]1[C@@H]2O,,
46682,C1CO[C@H]2C1=C/C(=N)/O2,,
46683,C#C[C@@H]([C@H]1CO1)C(=N)O,4.298283171911462,
46684,C1[C@@H]2[C@H]3[C@@](C=O)([C@H]1O2)N3,,
46685,C#C/C(=N\O)/CCC=O,,
46686,C1C(=O)[C@H]2[C@]1([C@H]1CO1)N2,4.297908262330165,-4.605630199362568
46687,C#C[C@H]1C(=O)OCCN1,,
46688,C1[C@H]2[C@@H]([C@@]31CO3)O/C/2=N,4.400626826528023,-5.156723403469587
46689,C[C@]1(C=O)[C@H](C#N)CO1,4.794294065799986,
46690,C1=C[C@@H]2C[C@H]1O/C(=N)/O2,,
46691,CC(=O)Cc1ccno1,,
46692,C1[C@@H]2[C@@H]3CN1[C@H]2C(=O)O3,5.192998622379091,-4.767007036059513
46693,C1C=C(C=O)C(=NC1)O,,-5.195798099527965
46694,C/N=C\1/[C@@H]2[C@H]3[C@@H]([C@@H]2O1)O3,4.49685557102799,-4.196776229658499
46695,C1CC(=O)[C@H](C#N)OC1,,
46696,C(C[C@H]1C(=O)CO1)C#N,3.8630306668697445,-4.459585073929193
46697,C1CC21C=CN=C(O)O2,,
46698,C1=C[C@@]2(C[C@H]1N=C2O)O,4.483405929239379,
46699,C1[C@H](CO)[C@]1(C#N)C=O,4.518250201712871,-3.891791637882707
46700,CC(=O)[C@H]1C[C@@]1(C#N)O,,-4.561692669894401
46701,C1[C@H]([C@H]2[C@@H]3[C@H]2N=C3O)O1,,
46702,C1[C@H]2C[C@]1(C=O)OC=N2,5.1091435801559415,-3.9137482084492516
46703,C1=C/C(=N\O)/[C@H]2[C@@H]1[C@H]2O,,
46704,C1[C@@H]2CO/C(=N)/[C@@H]2C1=O,,
46705,C1CN=C2[C@@H]1C(=O)CO2,,
46706,C1=CN=C(C21COC2)O,,-5.020658700417189
46707,C1[C@@H]2[C@@H]([C@H]3[C@@H]2O3)/C(=N)/O1,,
46708,C1COCC(=O)[C@@H]1C#N,,
46709,C#C[C@H](C)C(=O)N=CO,,
46710,C1[C@@H]2[C@@H]3[C@H]1O/C(=N)/[C@@H]3O2,4.339649297064679,-4.912714802017436
46711,C#C/C(=C/C(=O)O)/CN,,
46712,C1Cc2c(C1)oc(n2)O,5.21622708653791,-3.584474907559925
46713,C(CC(=O)[C@H]1CO1)C#N,,
46714,C1[C@H](CO)[C@@]2(C#N)[C@@H]1O2,3.430945316557481,-5.087946467133807
46715,C1=C(C#N)CO[C@@H]1CO,4.425950008057552,
46716,C1[C@@H]2[C@H]([C@]3(C=O)[C@H]1N3)O2,4.623335706377984,
46717,CC1=C(CC(=O)N1)C=O,,
46718,C1[C@@H]2C(=O)[N@@]3[C@H]1[C@]23CO,,
46719,C1=C(C=O)C(=O)[C@@H](C1)N,4.862557300945409,-4.980695070249058
46720,C1[C@@H]2[C@H]3C(=O)OC[C@]13N2,,
46721,C(C#N)[C@@H]1C[C@@H]1OC=O,,
46722,C1=CC(=O)/C(=N)/OCC1,,-4.75456273094409
46723,C(C#N)[C@H]1[C@@H](CC=O)O1,,
46724,C1=CN=C([C@@]2(C1)CO2)O,,-4.9588032804599065
46725,C1=C2[C@](CC1=O)(CN2)O,,
46726,CN1[C@H]2C[C@@]2(C=O)C1=O,,
46727,C1[C@@H]2[C@H]3[C@@H]([C@@H]2O1)C(=N3)O,4.001821114833146,-4.557074847876211
46728,C1[C@H]2[C@H]3[C@@H]1O[C@H]3C(=N2)O,,
46729,C1C(=O)C[C@@H]2[C@H]1N=CO2,,-4.894228406026232
46730,C1COCc2conc12,4.591123967304665,
46731,C1C[C@]23C[C@]12O/C(=N)/O3,4.386519554753758,
46732,C1=C[C@H]2O[C@@H]1C/C(=N)/O2,4.886056214456912,-5.422495496135016
46733,C1CC21[C@@H]1[C@H](/C(=N)/O2)O1,4.316129233990577,-5.269743589329155
46734,C1[C@H]2[C@H]3[C@H]([C@@H]2O3)C(=N1)O,,
46735,C1[C@@H]2C(=O)[C@@H]3[C@@]1(CO3)N2,,-5.677314214220533
46736,C1[C@H]2[C@@H]3[C@@H]([C@@H]3O1)N=CO2,,-5.624941514007733
46737,C1=C[C@@H]2[C@H](C1)N=C(O)O2,,
46738,C1[C@@H]2C3(COC3)[N@@]2C1=O,,
46739,C1[C@H]2[C@@H]3[C@@H](C(=O)[C@H]1O3)N2,,-5.600931111375249
46740,C#CCN1CCOC1=O,,-4.2432439813978275
46741,C1[C@@H]2[C@H]3[C@@H]2O[C@@]13C(=N)O,4.54432937526195,-3.807716539290996
46742,C1[C@@H]2[C@@H]([C@@]32COC=N3)O1,,-4.783702422558636
46743,C#C[C@@H]1CO/C(=N)/OC1,4.9613772304897426,-5.788623358020632
46744,C1CC21CC(=NC2=O)O,4.838983449707084,-4.842817283078548
46745,C1[C@H]([C@@]23[C@H]4[C@@H]([C@@H]2O3)N4)O1,,
46746,C#CC[C@H]1/C(=N)/OCO1,,
46747,Cc1c2c(CCO2)on1,,
46748,C1[C@@H]2[C@]1(CN=CO2)C=O,3.9326294299958677,-5.732395221322295
46749,C1[C@H]2C[C@]1(C=O)/C/2=N/O,,
46750,C1[C@@H]2C(=NC[C@@]32CO3)O1,,
46751,C1=C2[C@@H](CN=C2O)OC1,,
46752,C1[C@H]2[C@@H]3[C@@H]([C@H]1O/C/3=N)O2,5.310345377447956,-2.988947254337691
46753,C#C[C@]1(C=O)[C@@H](CO)N1,,-5.025637203957959
46754,C(C#N)C(=O)C1COC1,,
46755,CO[C@]1(C[C@H]1C#N)C=O,4.837025098017475,-6.152733739424948
46756,C/N=C\1/[C@H]2C[C@H](C2=O)O1,4.3869171118408845,-5.097963031260806
46757,c1coc2c1NCCO2,4.644097569440928,-4.21457869277896
46758,C1C[C@@]23C(=N[C@@]12CO3)O,4.6286911636257715,-3.5008492798419324
46759,C1C(=O)CN2CC(=O)[C@H]12,4.059256722940117,-2.8511995402035977
46760,C1CC(=O)[C@H]2[C@@H]1C(=N2)O,4.861871342793674,-4.5798923273063705
46761,C1CO[C@@H]2C1=CN=C2O,,-5.524539418226996
46762,C1[C@H]2C[C@@H]1N(C=O)C2=O,4.460652565876953,-4.814179410669968
46763,C1[C@H]2[C@@H]3[C@H](CO2)C(=O)N13,,
46764,C#C[C@@](C)(C=O)C(=N)O,,
46765,C1=C/C(=N\O)/C(=O)CC1,,
46766,C[C@@]12[C@H](C#N)[C@@H]([C@@H]1O2)O,4.275272343284596,-4.828442754079734
46767,C1[C@@H]2C(=O)[C@]3(CN3)[C@@H]2O1,,
46768,C1=C[C@@H]2OC[C@H]1/C(=N)/O2,3.8866277982475,-5.621948217486934
46769,C#C[C@H]1[C@H](/C(=N/C)/O1)O,4.45129449158645,
46770,C[C@H]1C[C@](C#N)(C=O)O1,3.9755395726647835,-4.802525850565362
46771,C[C@]12C[C@@](C#N)([C@H]1O2)O,,
46772,C1[C@H]2[C@]3(CO3)[C@@H]1N2C=O,4.437569202553786,-4.291278470814578
46773,C#CC#Cc1cnn[nH]1,,
46774,C#Cc1[nH]cc(C#N)n1,,-4.89908633414183
46775,C#Cc1nc(C#C)n[nH]1,,
46776,C(#Cc1c[nH]nc1)C#N,4.36005336447175,-4.3592692907327
46777,C#Cc1c(C#N)c[nH]n1,4.480372837963441,-3.957775832970074
46778,C#Cc1cc(C#N)n[nH]1,4.445143206194698,
46779,C#Cc1c(C#N)[nH]cn1,,
46780,C#Cc1c[nH]nc1C#N,5.268745652182187,-4.011013655384377
46781,C(#Cc1cc[nH]n1)C#N,3.9365609263155052,-4.378593272758226
46782,C(#N)c1c[nH]cc1C#N,4.125330811665262,-4.726984417190979
46783,C#CC#Cc1nc[nH]n1,4.6786542117666245,-4.307243424667322
46784,C(#Cc1ncc[nH]1)C#N,,-4.221550619933114
46785,C#Cc1cc(C#N)n[nH]1,4.445143206194698,
46786,C(#Cc1cc[nH]n1)C#N,3.9365609263155052,-4.378593272758226
46787,C#Cc1c[nH]c(C#N)n1,,
46788,C#Cc1c(C#N)[nH]cn1,,
46789,C#Cc1c(C#C)[nH]nn1,,
46790,C#CC#Cc1cnn[nH]1,,
46791,C#Cc1c[nH]nc1C#N,5.268745652182187,-4.011013655384377
46792,c1c(C#N)c[nH]c1C#N,,-6.071334133659039
46793,C#Cc1c(C#C)[nH]nn1,,
46794,C#Cc1c(C#N)c[nH]n1,4.480372837963441,-3.957775832970074
46795,C(#Cc1cnc[nH]1)C#N,4.63612928627168,-4.441882179340101
46796,c1c[nH]c(C#N)c1C#N,5.095331787490577,-3.828345752413443
46797,C#Cc1c[nH]c(C#N)n1,,
46798,C1[C@H](C#N)C1(C#N)C#N,3.9314627968274722,-4.665280143116834
46799,C#Cc1[nH]cc(C#N)n1,,-4.89908633414183
46800,C#C[C@@H]1C(C#N)(C#N)N1,,
46801,c1cc(C#N)[nH]c1C#N,4.7748341150823395,-4.711084318941576
46802,C(#Cc1cnc[nH]1)C#N,4.63612928627168,-4.441882179340101
46803,C#CCC#CC#CC(=O)O,,
46804,C(CN)[C]1C(=CC(=O)O1)O,,-4.6959858955792155
46805,CNC[C]1C(=CC(=O)O1)O,4.720789860718068,-6.152696790771588
46806,CC#CC#CC#CC(=O)O,4.95634166254109,-5.1160014644332845
46807,C#CC#CC#CCC(=O)O,,
46808,C#CC(C#C)C#CC(=O)O,,
46809,C(=N)(n1c(=O)onn1)O,,
46810,c1(=O)nnn(C(=O)O)[nH]1,4.330078028635907,-5.195095930782773
46811,c1(c(non1)N(=O)=O)N,4.484116016267362,-3.8222741862695697
46812,C(=N)(O)Oc1nnon1,4.767650788752289,-5.007314422425625
46813,C(C(=N)O)NC(=N)O,4.422924591941919,-5.0738627891545915
46814,C(C(=N)NC(=O)O)N,,-6.301540861194954
46815,C(=N)(O)OC(=O)N1N=N1,,
46816,c1(c(N(=O)=O)onn1)N,,
46817,c1(nc(n[nH]1)O)N(=O)=O,4.344167375395554,-5.629111185325601
46818,COC(=N)NC(=N)O,,-4.553258077337378
46819,c1(=N)nc(N(=O)=O)o[nH]1,,
46820,c1(=N)nc([nH]o1)N(=O)=O,4.911250198395064,
46821,CN=C(NC(=N)O)O,,-5.359193531612109
46822,C(C(=O)O)NC(=N)N,,
46823,C(C(=N)O)(C(=N)O)N,4.653406133593816,-5.0593897708744775
46824,CN(C(=N)O)C(=N)O,4.864055392083682,-5.077943756511959
46825,C(=O)c1c(N)oc(=O)o1,4.906133056160397,-5.500647680900729
46826,C(=O)c1c(C(=O)N)[nH]nn1,,
46827,C(=O)/C(=N)/OC(=O)C=O,,
46828,c1c(nc(O)o1)OC=O,4.537473001163161,-4.351117394853136
46829,C1Oc2c(O1)oc(n2)O,,-2.772370874235494
46830,c1nc(C(=O)N)nc(=N)o1,4.0878177963446065,-5.055974043288589
46831,C(c1cnnnn1)C(=O)O,4.545681280946664,-5.160081013083473
46832,C1[C@H](c2noc(=O)o2)O1,,
46833,C(=O)C(=O)C(=O)C(=O)N,,
46834,c1c(=O)[nH]oc1OC=O,4.720107013694869,
46835,c1c(C(=N)O)n(C=O)nn1,2.8948514545796202,-4.871741458034594
46836,c1nc(C(=O)N)/c(=N)/on1,,
46837,C(CCOC(=O)O)[C]=O,,
46838,C1COOC[CH]OC1=O,,
46839,[CH]1COC(=O)OC[C@H]1O,,
46840,C=COC(=O)OCC[O],3.681188974671895,-5.428730172774013
46841,C([CH]COC(=O)O)C=O,4.3872382925388225,-4.870405581477317
46842,C(C[CH]OC(=O)O)C=O,,
46843,[CH2]COC(=O)OCC=O,,
46844,C=COC(=O)OOC[CH2],4.157233953601971,-5.528291991431106
46845,C1CO[C]1COC(=O)O,,
46846,COC(=[C]OCC=O)O,,
46847,[CH2]CO[C@H]1COC(=O)O1,,
46848,C(=C\COC(=O)O)/C[O],,
46849,C(C[O])C(=O)OCC=O,,
46850,C(/C=C/OC(=O)O)C[O],4.7817345480548825,-4.640897795144556
46851,C1[C@@H]2[C@H]3[C@]2(C(=N)O)N=CN13,4.327886841480503,-4.431730898474998
46852,C1=C([C@H]2[C@H]3[C@]1(C(=N)O)[N@@]23)N,4.595152824564647,
46853,C1[C@@H]2[C@@H]3[C@@]1(C(=N)O)N=C[N@]23,4.982876968272248,-4.591598806744005
46854,Cc1cnc(cn1)C(=N)O,4.599157874012744,-4.790586896001915
46855,C1[C@@H]2[C@@H]3[C@H](C(=N)O)C(=N1)[N@]23,,
46856,C(#CC(=O)O)c1cc[nH]c1,,
46857,C(C#CC=O)C#CC(=N)O,,
46858,C#C[C@@H]1C(C(=N)O)(C(=N)O)O1,5.114734618808652,-4.929583810705881
46859,c1cc(C#CC(=O)O)[nH]c1,5.225173670086005,-4.804764545634899
46860,C#CC#C[C@]1(CN1)C(=O)O,,
46861,C#C[C@@H]1[C@](C#C)(C(=N)O)O1,4.742655849892398,
46862,CN[C](C(=O)O)N,,
46863,[CH]1CO[C@@]2(COC2=O)O1,4.607538471111693,-4.756221698089067
46864,c1cc(=N)[nH]cc1C(=N)O,4.795530492320322,-4.910433550975941
46865,c1cn2C[C@H](C(=N)O)c2n1,,
46866,C#C[C@H]1[C@@H](C(=N)N1)C(=N)O,,
46867,Cc1cc(C(=O)N)ncn1,4.424299748720441,-4.618432644794157
46868,C#Cc1c(cco1)C(=N)O,,
46869,C(#C[C@H]1CN1)C#CC(=O)O,3.8393414550342273,-5.216539637276074
46870,C=COC(=O)C(=O)O[CH2],4.041653614333481,-4.81517984254373
46871,Cc1ncc(cn1)C(=N)O,,
46872,Cc1nccc(C(=O)N)n1,5.405568430679122,-4.619769862681497
46873,Cc1cncc(C(=N)O)n1,,
46874,C(#CC(=N)O)c1ccoc1,,-4.2456555029907035
46875,C1[C@]2(C[C@]1(C=O)N2)C=O,4.739251911766186,-4.881011982360579
46876,C(C#N)c1cnnnn1,4.718559353021701,-6.206404859088653
46877,C(#N)c1ncc(N)nn1,,
46878,c1cnnn2c1cnn2,4.596598028182197,-5.322865857209254
46879,c1c2c(cnn1)[nH]nn2,4.457612078124439,-3.3138879484953945
46880,C(#N)c1c[nH]c(=N)nn1,4.496185578781078,-5.1857868481560585
46881,C#Cc1nc(=N)[nH]nn1,,
46882,c1c2c(ncn1)[nH]nn2,,
46883,C(#N)c1cnnc(=N)[nH]1,6.0055192566620095,-4.953558691716753
46884,C(#N)C(=NC(=N)C#N)N,,
46885,c1c2cnnn2ncn1,,
46886,c1ncn2c(n1)ncn2,4.962505883477715,
46887,c1cnn2c1ncnn2,,
46888,c1cn2c(n1)ncnn2,,
46889,c1c2ncnn2ncn1,4.724824404038881,-4.191558310361361
46890,c1c2ncncn2nn1,4.75923775220559,
46891,C(#N)c1ncc(N)nn1,,
46892,C(#N)c1c(N)nncn1,3.6330117198345393,-4.578101239686876
46893,c1cnnn2c1ncn2,,-5.1226443810386995
46894,c1c(C#N)nn[nH]c1=N,,
46895,C(#N)c1nc[nH]c(=N)n1,,-5.555346394873996
46896,C(#N)c1c[nH]nnc1=N,,
46897,C(C#N)c1ncnnn1,,
46898,c1cnn2c(cnn2)n1,4.410696087949472,-3.602077527305883
46899,c1c2ncnnn2cn1,,-4.416478020998912
46900,c1cnn2c(n1)ncn2,,
46901,C(#N)c1c[nH]c(=N)nn1,4.496185578781078,-5.1857868481560585
46902,CC1(CCC1)N,,
46903,C1CC(C1)CN,4.096197162233293,
46904,C[C@H]1C[C@@H](C1)N,,-5.417258046481439
46905,CC1(CC1)CN,5.122536231182093,-4.429336529301
46906,C[C@H]1CC[C@H]1N,,
46907,CCC1(CC1)N,,
46908,C[C@H](C1CC1)N,,
46909,CNC1CCC1,,
46910,CCNC1CC1,,
46911,C[C@H]1C[C@H]1NC,4.089773175407172,
46912,CC1(C)C[C@H]1N,4.939495992901866,-4.8255196599142804
46913,C[C@H]1C[C@H]1CN,,
46914,CNC(=CO)N,,
46915,C[C@@H](C(=N)O)N,,
46916,C/C(=N\O)/CN,4.852175135393336,-5.257237443376144
46917,C(CN)C(=N)O,,
46918,COCC(=N)N,4.695434922876811,-5.182488275449432
46919,CC(C)CCCCC(=N)O,,
46920,C(CO)C(=N)N,4.224224130874572,-5.442106392761562
46921,CNC(=N)CO,,
46922,C(CN[C]O)N,4.601095042262895,
46923,CCC[C@@H](C(C)C)C(=N)O,5.119400096988611,-3.453361931065447
46924,CNCC(=N)O,4.322781070083292,-5.333054689375277
46925,CCOC(=N)N,5.21522725385199,-3.6298200187806655
46926,CN(C)C(=N)O,4.173997583423042,-4.831104034481032
46927,C(CN=CO)N,,
46928,C(CO)NC=N,,
46929,CN=C(CN)O,,
46930,C[C@H](CC(C)(C)C)C(=N)O,4.567976680049978,-4.65084384965252
46931,CC[C@@H](C)C[C@@H](C)C(=N)O,,-4.564151034633542
46932,CCNC(=N)O,4.495200691919817,
46933,C(COC=N)N,,
46934,C[C@H](C(=N)N)O,,-3.879306914382542
46935,CN=C(NC)O,4.764911602539141,-6.234090555511503
46936,CCC(C)(C)[C@@H](C)C(=N)O,,
46937,CCC(C)(C)CCC(=N)O,,
46938,CC[C@@H](C)C(C)(C)C(=N)O,,
46939,CC[C@@H](C)[C@H](CC)C(=N)O,5.027732444976718,
46940,CCC[C@@H](CC)CC(=N)O,,-4.674650513537418
46941,CCC[C@@H](C)[C@@H](C)C(=N)O,4.890816630632398,-4.174951757262025
46942,CCC[C@](C)(CC)C(=N)O,4.369143671165657,-4.70680025224232
46943,CC[C@@H](C)[C@@H](C)CC(=N)O,,
