index,smiles,oxidation_potential,reduction_potential
3638,C1=C[C@@H]2[C@H]([C@@H]3[C@H]1N3)O2,4.720234088618381,-6.559922803505688
3639,C1[C@@H]2[C@H]1[C@H]1[C@@H]2C(=N1)O,3.005448205748107,-6.8959156140585405
3640,C#C[C@@H](C#N)COC,3.9219974480825472,-6.537407036357254
3641,C1[C@@H](C[C@H]2[C@@H]1O2)C#N,3.4495637447112673,
3642,C1[C@H]2[C@@H]3[C@@H]4[C@H]([C@H]2N13)O4,3.6184500937602566,-6.087775557128626
3643,C[C@H]1[C@H]2CO[C@@]12C#N,3.952332597260974,-6.538762647940021
3644,C1[C@@H]2CO[C@H](C#N)[C@H]12,4.072987902395252,-6.549298342327748
3645,C1C[C@@]2(C#N)[C@@H]1CO2,4.170886605529231,-6.158243544197322
3646,C1[C@@H]2C[C@@]2([C@@H]1C#N)O,3.722802468412337,-5.842737337428335
3647,C1=C[C@H]2C[N@]2C(=O)C1,,-6.596785386227057
3648,C[C@@]12CN3[C@H]2[C@H]1C3=O,3.817035650885882,-6.696712882792272
3649,C1[C@H]2C[C@]1(C#N)[C@H]2O,3.3219152653987836,-6.0730194674173985
3650,C1[C@@H]2[C@@H]3[C@@H]4[C@@H]([C@H]2[N@]34)O1,3.3872027411803716,-6.172378010012326
3651,C1[C@H]2[C@H]3[C@@H]4[C@@H]([C@H]1O4)[N@@]23,3.9821175730181126,-6.165997812487549
3652,C1[C@H]2[C@H]3COC(=N1)[C@@H]23,4.069044857186381,-6.048529712744712
3653,C1CC1[C@H]1[C@@H](C#N)O1,3.5982675872624528,-6.01677158237857
3654,C1[C@@H]2[C@@H]3[C@H](C=O)[C@@H]3[N@]12,3.525819787486907,-5.936520489226896
3655,C1[C@@H]2[C@H]1[C@H]1[C@@H]2N=CO1,4.119964232712445,-6.148446417878804
3656,C1C[C@@]2(CC#N)[C@@H]1O2,3.95275071072916,-6.1754493102648125
3657,C1C[C@@H]2[C@@](C1)(C#N)O2,3.5188569716015623,-5.891995657122098
3658,C[C@@]12[C@H](C#N)[C@@H]1CO2,3.539627377377255,-5.867484919568088
3659,C(C#N)[C@H]1[C@H]2C[C@@H]1O2,3.729196557191753,-6.150774726207092
3660,C(#C[C@H]1CO1)[C@H]1CN1,3.5942354700023857,-5.885295748157151
3661,C1CC1c1cnoc1,3.9931927118128074,-6.023369439164017
3662,[C@H]12[C@H]3[C@@H]([C@@H]4[C@H]1O[C@H]24)N3,3.285711949238757,-5.876486157797845
3663,C1[C@H]2[C@H]3[C@@H]4[C@H]([C@H]3O2)[N@]14,3.502618030130688,-6.01088578467301
3664,C1[C@@H]2[C@H]3[C@@H]4[C@H]([C@H]3O1)[N@]24,4.035070658796539,-6.246079811814925
3665,C1CN=C2[C@H]3[C@@H]1[C@H]3O2,3.5017885038219534,-6.049614117794991
3666,C1[C@@H]2[C@@H]3[C@H]1OC=N[C@H]23,3.7027527209161777,-6.146332891715647
3667,C1[C@H]2CN=C3[C@H]2[C@H]1O3,3.724981471672945,-5.956933272687311
3668,C1[C@H]2[C@@H]3[C@H]4[C@@H]([C@H]1O3)[N@@]24,3.3762860463035027,-6.2309673840113105
3669,C#C[C@@H]1[C@H]([C@H]2CN2)O1,4.129586508132488,-6.161690962327557
3670,C1=C2CO[C@H]2[C@@H]2[C@H]1N2,4.743869179250905,-4.914765030483468
3671,C1[C@H]2[C@@H]1[N@]1[C@@H](C=O)[C@@H]21,4.136411516734879,-4.608734207283706
3672,C1[C@@H]2[C@H]1N1CC(=O)[C@H]21,4.779799462072842,-3.8393005218089824
3673,C1[C@@H]2[C@H]1[C@H]1[C@@H]2/C(=N)/O1,5.231105734836601,-2.987063692696611
3674,C1[C@@H]2C[N@@]3[C@H]1[C@@H]3C2=O,,-2.6998220650124862
3675,C1=C[C@@H]2[C@H]3[C@@H]([C@H]1O2)N3,6.075396068338304,-3.8230851660732155
3676,C1[C@@H]2CN3[C@H]1C(=O)[C@H]23,4.131081403026255,-4.294306076680587
3677,C([C@]12[C@H]3[C@H]4[C@@H]2[N@]4[C@@H]13)O,4.472982367492077,-5.031516956345004
3678,C[C@H]1[C@@H]2[C@H]3[C@@H](C2=O)[N@@]13,4.94329956513553,-3.6600271961810362
3679,C1[C@H]2[C@@H]1[C@H]1C(=O)[C@@H]2N1,4.723301094884445,-3.4774668010626923
3680,C1[C@H]2[C@H]3[C@@H]([C@@H]1C2=O)N3,4.960246750166843,-3.6186019516694072
3681,C1=C[C@@H]2[C@@]3(CN3)[C@H]1O2,,-3.5208652166451797
3682,C1[C@H]2[C@H]3CN1[C@@]23C=O,4.782414179525003,-4.747434299429588
3683,C1[C@@H]2C[N@@]3[C@H]1[C@]23C=O,4.747514593133528,-5.049127652804091
3684,C1=C[C@@H]2C[C@H]1N2C=O,4.187323551232621,-4.851451661837419
3685,C1[C@@H]2[C@H](C1=O)[C@H]1[C@@H]2N1,4.325530161008428,-4.681028911488684
3686,C1CC21[C@H]1[C@@H](C2=O)N1,4.222278901541867,-4.341274513385943
3687,C1[C@@H]2[C@H]1[N@@]1C[C@]21C=O,4.126493211044871,-4.932936896182073
3688,C1[C@H]2[C@H]3C[N@]3[C@@]12C=O,5.780419667883106,-4.040230816382464
3689,C#C[C@@H]1[C@H]2[C@@H]([C@@H]1O)N2,4.719384271208182,-3.530344551534145
3690,C1CC21CO[C@@H]2C#N,,-3.2570564428091897
3691,C1CC21[C@@H](C#N)CO2,5.314027496925118,-4.144388058435143
3692,C1[C@H]2[C@H]3C[N@]3[C@H]2C1=O,4.664714933331706,-4.25501916661
3693,C([C@]12[C@@H]3[C@H]4[C@@H]3[N@@]2[C@@H]14)O,,-3.195704677956601
3694,CO[C@]12[C@H]3[C@H]4[C@@H]2[N@]4[C@@H]13,5.900559872540325,-3.6531724487862816
3695,C([C@@]12[C@H]3[C@@H]1[C@@H]1[C@H]3[N@]21)O,5.128355561554199,-3.0124582570637726
3696,CN1[C@@H]2[C@H]3[C@@H]2C(=O)[C@@H]13,6.230505768581279,-3.747600960200944
3697,C[C@H]1[C@H]2[C@H]3C(=O)[C@@H]1[N@@]23,,-4.147082519162214
3698,C[C@@H]1[C@H](C#N)[C@H]2[C@@H]1O2,,
3699,C#C[C@@H]1[C@@]2(CN1)CO2,,
3700,C1C[C@@]2(CO2)[C@H]1C#N,,
3701,C1[C@H]2[C@@H]3[C@H]4[C@H]([C@@H]1N24)O3,,
3702,CC#CC(=O)[C@H]1CN1,,
3703,C1=C[C@@H]2[C@H](C1)[N@@]2C=O,,
3704,C1=C[C@@H]2[C@H](C=O)[N@@]2C1,,
3705,C1=C[C@]2(CN2)[C@H]2[C@@H]1O2,,
3706,C1CC21[C@@H]1C[N@@]1C2=O,3.6632979464498563,
3707,C1[C@H]2[C@@H]1[C@]1(C=O)[C@H]2N1,4.91339808045137,-3.96047915300318
3708,C1CC1[C@]1(C#N)CO1,-0.15590289926280132,
3709,C#C[C@]1(CO1)[C@H]1CN1,4.157537695915889,-6.153423112627425
3710,C1[C@H]2[C@@H]1N1[C@H]2CC1=O,4.0470416728572305,-6.086726718829087
3711,C1[C@@H]2[C@H](C=O)[N@@]3[C@H]1[C@H]23,3.6805735571129476,-5.712158843454236
3712,C1[C@H]2[C@@H](C=O)[C@H]3[C@@H]1[N@@]23,3.5842140404461675,-6.499038002240414
3713,C1[C@@H]2[C@@H](C=O)[C@H]3[C@@H]2[N@@]13,3.7672828224900146,-6.063718707902299
3714,C1[C@@H]2[C@@H]3CN1[C@H]2C3=O,3.556405783200316,-5.125746931500035
3715,C1[C@]2([C@@H]3[C@H]4[C@@H]3O[C@@H]24)N1,3.8396746938365682,-6.500855607527629
3716,C1[C@@H]2[C@@]1(C=O)[C@@H]1C[N@]21,4.06690264577679,-6.059827025087944
3717,C#C[C@]1(CN1)[C@H]1CO1,3.747139876903529,-6.601625592760175
3718,C#C[C@]12CO[C@H]1CN2,4.1180088925653395,-6.06069184416032
3719,C#C[C@@H]1C(=O)CN1C,,-6.500955990858929
3720,[C@H]12[C@@H]3[C@H]1N1[C@H]2[C@@H]([C@H]31)O,3.9165765828025174,-6.063264725605623
3721,C1[C@H]2[C@@H]3[C@H]([C@@]12C=O)N3,3.8265376853110498,-6.6010843515991295
3722,C1[C@@H]2[C@H]1[C@@H]([C@@H]2C#N)O,,-6.586050037674286
3723,C1C[C@]2(C#N)[C@H]1[C@@H]2O,,-6.604702759657303
3724,C#C[C@]12CN[C@H]1CO2,4.190775231880761,-6.61126840567471
3725,C#C[C@H]1[C@@H](C)O/C/1=N,3.481050154682234,-6.545863905171646
3726,[C@H]12[C@H]3[C@H]([C@H]4[C@@H]1[N@@]34)[C@@H]2O,3.6805963882548527,-6.595012549057574
3727,C1[C@H]2[C@H]([C@H]3C[N@@]23)C1=O,3.783849715752294,-6.504783702584464
3728,[C@@H]12[C@H]3[C@H]4[C@@H]1[N@]4[C@@H]2[C@H]3O,3.914547145490869,-6.5346685715462085
3729,C1=C2C[N@@]3[C@H]2[C@@H]3[C@H]1O,2.6623122965034414,-6.542844053018999
3730,C[C@@H]1[C@H]2[C@@H]3[C@H]2OC3=N1,3.5269721417867546,-6.618354225128715
3731,C1[C@H]2[C@H]3C(=O)CN1[C@@H]23,3.879273557177439,-6.600561608094213
3732,CC#CC(=O)N1CC1,3.3936224356789895,-6.878449843801209
3733,C1CC1C(=O)CC#N,2.6542279066148327,-6.555202507198774
3734,C1[C@H]2[C@@H]1[N@]1C[C@H]1C2=O,3.528024120356858,-6.561662506129724
3735,C1[C@@H]2[C@H]1C(=O)[C@H]1[C@@H]2N1,,-6.5703727497816
3736,C1[C@H]2[C@H]3[C@@H]1N(C=O)[C@@H]23,3.563355259144882,-6.567775418030069
3737,C1[C@@H]2[C@@H]3[C@H](C=O)N1[C@H]23,3.7699816232166627,-6.530639632038802
3738,C1[C@H]2[C@@H]3[C@H]([C@@]42CO4)[N@]13,3.588311458519965,-6.571201839429196
3739,C[C@H]1[C@H]2[C@@H]3[C@H]2N1C3=O,4.088903858223202,-6.500520178680236
3740,C#CCC(=O)N1CC1,4.1790721940620275,-6.596554350924126
3741,C1[C@H]2[C@@H]3C[N@@]3[C@@H]1C2=O,4.224570502089191,-6.612036291984114
3742,C1=C[C@@H]2[C@@]3(CO3)[C@H]1N2,,-6.559710227911128
3743,C1=C[C@]2(CO2)[C@H]2[C@@H]1N2,,-6.584979998265626
3744,C1CC21C(=O)[C@H]1C[N@@]21,4.063672054221169,-6.014701477084091
3745,C1[C@H]2[C@@H]1[C@@]1(CN1)C2=O,3.7813141184583943,-6.174603696972045
3746,C#C[C@H]1[C@H]([C@H]2C[N@@]12)O,3.5868633177165608,-6.590778335271753
3747,CN1[C@H]2C=C[C@@H]1C2=O,,-6.5376106602956865
3748,C1CC1(C#N)[C@@H]1CO1,4.193665390038004,-6.476346848577523
3749,C#C[C@@H]1[C@]2(CN2)CO1,4.487450291268542,-5.716438010712809
3750,C1=C[C@@H](C#N)[C@H](C1)O,4.617696554838912,-6.4428824551864095
3751,C#C[C@H]1[C@@H](C)OC=N1,3.901377685341285,-6.3722782363560695
3752,C[C@@H]1C(=CCO1)C#N,3.812523092769479,-5.735186030005425
3753,C#CCC(=O)[C@H]1CN1,4.488461402538232,-5.665537611806431
3754,C1=C[C@@H]([C@@H](C1)C#N)O,3.9171200982951264,-6.444788602374902
3755,CC1=CCO[C@H]1C#N,,-5.632771171861751
3756,C1C=C(C#N)[C@H](C1)O,,-6.6041195670435995
3757,C1C[C@@H](C#N)C(=O)C1,3.6166199278127893,-5.794796314657506
3758,C#C[C@H]1[C@@H](C)N=CO1,3.7138352002007737,-6.091826824245291
3759,CC1=C(C#N)COC1,3.201584706469075,-6.457376053998305
3760,C#C[C@H]1C(=O)CCN1,3.3558180735622587,-6.047603072368875
3761,CC#C[C@@H]1[C@H](C=O)N1,3.2881479186240172,-6.124154956699786
3762,C#C[C@@H]1CNCC1=O,4.358430814549647,-5.665674289633389
3763,C#C[C@@H]1CCO/C/1=N,5.056598215060657,-5.784463001036275
3764,C1[C@@H]2[C@H]3CN2[C@H]3C1=O,4.22585123249024,-5.903997294506044
3765,C#CC[C@@H]1C[N@@]1C=O,4.036079421976464,-6.17810418580797
3766,CC#C[C@H]1C[N@]1C=O,4.193431527649008,-5.653921350165038
3767,C#C[C@H]1[C@@H](CC=O)N1,4.263128845703759,-5.910860240728144
3768,C1[C@@H]2CC(=O)[N@@]3[C@H]1[C@H]23,4.197175186706372,-6.349100591194147
3769,C#C[C@@H]1C[N@@]1CC=O,3.7142777562353873,-6.315796690001153
3770,C#C[C@@H]1C[C@@H]1OC=N,3.534070583855791,-5.787436894813655
3771,C1[C@@H]2CC(=O)[C@@H]3[C@H]1[N@]23,4.104706404487442,-6.203641702851601
3772,C1[C@@H]2[C@@H]3[C@H]1O/C(=N)/[C@H]23,4.123965750616262,-5.9432159093971135
3773,C1[C@H]2[C@H]3[C@@H]1[C@@H]2N=C3O,3.1797148762839784,-5.106622457069025
3774,C1[C@H]2[C@H]3[C@@H]1[C@@H]2O/C/3=N,5.137311470146014,-5.750445145632912
3775,C#CC[N@@]1C[C@@H]1C=O,4.723351286979377,-6.385082440543047
3776,C1[C@H]2[C@H]3[C@@H]1N2CC3=O,3.4097440637220275,-6.075318303618988
3777,C#CC[C@H]1[C@@H](C=O)N1,4.640339882726548,
3778,C#C[C@@H]1[C@H](C)[N@@]1C=O,3.4419432284344653,-6.557242641537814
3779,C[C@@H]1[C@H](C#N)[C@@H]1C=O,2.5840502154920246,-6.539015809606499
3780,C1[C@H]2[C@@H]3CN2[C@H]1C3=O,3.738879920440522,-6.177007666555656
3781,C1[C@@H]2[C@@H]3[C@H]4[C@@H]([C@]23O)[N@@]14,3.407517732543565,-6.035578775517425
3782,C1=C[C@@H](C#N)OCC1,3.4162434641389696,-6.0142633253212265
3783,C#C[C@H]1CCOC=N1,3.468565545649253,-6.025125131588939
3784,C(C#N)[C@@H]1C[C@@H]1C=O,3.4560544604306047,-5.0341028942015695
3785,C(#C[C@H]1CN1)CC=O,3.5160320661021247,-6.028207635672007
3786,C(#CC=O)C[C@H]1CN1,3.7601153247310863,-5.873697690210466
3787,C#C[C@H](C=O)N1CC1,4.475859585251382,-5.198185068130843
3788,C#C[C@H](C=O)[C@H]1CN1,4.2763414409387766,
3789,C1[C@H]2[C@H]3[C@@H]1[C@@H]2N3C=O,3.766313499698808,-5.20414708082848
3790,C1[C@H]2[C@H]3[C@@H]1[C@@H]2OC=N3,4.111835051077432,-5.986262220143035
3791,C1[C@H]2[C@@H]3[C@H](C=O)[C@H]2N13,3.666199567797375,-5.760657537538864
3792,C1[C@H]2[C@@H]3[C@]2([C@@H]2[C@H]1[N@]32)O,4.968136862450192,
3793,C#C[C@@H]1CN=COC1,,-5.821188704443048
3794,C#C[C@@H]1[C@H](C=O)[N@@]1C,3.063934385182219,-4.774691767400728
3795,C(#CC=O)CN1CC1,5.2133201199199535,-5.52801720144038
3796,C1CC1[C@H](C#N)C=O,,
3797,C1[C@H]2[C@H]3[C@@H]1N2[C@H]3C=O,4.716044149929584,-5.856414121660637
3798,C1=CCO[C@H](C1)C#N,3.6786626272392455,-5.417648956568374
3799,C1[C@H]2[C@@H]3[C@@H]4[C@]2([C@H]1[N@]34)O,4.319942979455445,-6.780334198848723
3800,C#C[C@H]1CCN=CO1,,
3801,C[C@]12[C@@H]3[C@H]4[C@H]([C@@]14O)[N@]23,3.824602468723751,-5.445032263983594
3802,C#C[C@@H]1CO/C/1=N\C,,
3803,C#C[C@@H]1CCN1C=O,2.649144264869901,
3804,CCOCC#CC#N,3.1854057122432637,
3805,C1C[N@@]2[C@@H]3[C@H]1C(=O)[C@H]23,,
3806,C#CC1=NCCCO1,,
3807,COCCC#CC#N,,
3808,C(C#CCO)CC#N,,
3809,C1=C[C@H]2[C@H]([C@H]3[C@@H]1[N@@]23)O,,
3810,C1CN2[C@@H]3[C@H]1[C@@H]3C2=O,,
3811,C1C=C(C#N)COC1,,
3812,C1=C(CCOC1)C#N,,
3813,C1[C@@H]2[C@@H]3[C@H]4[C@H]([C@@]14O)[N@]23,2.660731032671319,-5.636993804085651
3814,C[C@]12[C@H]3[C@@H]4[C@H]([C@@H]1O3)[N@]24,2.538217165662499,-6.040315063513336
3815,C1[C@@]2([C@H]3[C@@H]2[C@@H]2[C@H]3[N@]12)O,2.7599636365089824,-6.117481640956103
3816,C1=C2[C@H]3[C@@H]([C@@H]2O)[N@]3C1,3.510707342364694,-5.204648092243079
3817,C1C[C@@H]2[C@@H]3[C@H]1C(=O)[N@]23,,
3818,COCC#CCC#N,2.5208472709933263,-5.642967830866328
3819,C1C[C@H]2C(=O)[C@H]3[C@@H]1[N@@]23,2.5759409897278234,-6.039237775037182
3820,C1[C@H]2C(=O)C[N@]3[C@@H]1[C@@H]23,2.663672975212248,-6.05591908957962
3821,CC#CCOCC#N,2.4536288201384737,-5.617403403406061
3822,C1[C@H]2C[C@@H]1[C@@]2(C#N)O,2.7788200517939545,-5.69610880333079
3823,C[C@@]12[C@@H]3CN=C([C@H]13)O2,3.488565511374472,-5.194077316125404
3824,C1[C@H]2[C@H]3[C@@H]1/C(=N)/O[C@@H]23,2.519756293916143,-6.070441004606837
3825,C[C@@]12[C@@H]3C(=O)[C@H]2N[C@H]13,2.6637327028934665,-6.051074065229332
3826,C[C@]12[C@@H]3C[C@H]1[N@]2C3=O,5.011685390249622,-5.727034433622467
3827,C1[C@H]2[C@H]3[C@@H]1C(=N[C@@H]23)O,4.0543405181638805,-6.014448015617236
3828,C[C@]12[C@H]3[C@@H]4[C@]3([C@H]1[N@]24)O,3.7437318911657345,-5.987986002684411
3829,C#C[C@]1([C@@H]2C[C@H]1N2)O,3.7014581862609335,-5.900140352803137
3830,C1[C@@H]2[C@@H]3CC(=O)[C@H]1[N@]23,3.8108054328827707,-5.762520627772974
3831,C1[C@H]2C[N@@]3[C@H]2[C@@H]3C1=O,4.361641872227264,-5.880731679029341
3832,C1[C@H]2[C@@H]3[C@@H](CN13)C2=O,3.5942112959788206,-5.940979069260211
3833,C1[C@H]2C[C@H]3C(=O)[C@@H]1N23,3.4104395160052805,-6.210992674784793
3834,C1[C@@H]2[C@H]3[C@@H]4[C@]3([C@H]1N24)O,3.9199258908798216,-6.449357614944748
3835,C[C@]12[C@H]3CN2C(=O)[C@@H]13,4.1838830361307915,-6.511934268362384
3836,C#CCCOCC#N,4.445175923664064,-5.764163158264128
3837,C1=C[C@@H]2[C@]3(CN2[C@@H]13)O,4.876927850297361,-6.399735857206397
3838,C1[C@H]2[C@H]3[C@H](C[N@@]23)C1=O,,
3839,C1[C@@H]2[C@H]3[C@@H]4[C@@H]([C@]24O)N13,3.662084215464856,-5.370598945360544
3840,C[C@@]12[C@@H]3C[N@]2[C@H]1C3=O,5.305780111312342,-5.484398997793906
3841,C1=CC(=O)[C@@H]2C[N@@]2C1,3.8127093171684097,-6.798315771787602
3842,C1=CC(=O)[N@@]2C[C@@H]2C1,,
3843,C[C@H]1[C@H]2C=CC(=O)[N@@]12,4.496874149540017,-5.1926838311951
3844,C(C#N)[C@H]1C[C@@H]2[C@H]1O2,,-5.908411441508579
3845,C1=C2CCN2C(=O)C1,4.352147988442593,-5.006217470659467
3846,C1C[C@@H]2[C@H]([C@H]1C#N)O2,3.872527106971174,-5.552949554100851
3847,C1=C[C@@H]2[C@H](C1)OC=N2,3.813081719312831,
3848,C1=C[C@H]2[C@@H]3[C@@H]([C@H]1N3)O2,3.0049128225314776,-4.804847872413521
3849,C1=C[C@@H]2[C@H](C1)O/C/2=N,3.4270247956888484,-6.423439529960379
3850,C1=C[C@@H]2CC(=O)N2C1,4.168698169009585,-5.686395503952954
3851,C#C[C@H]1[C@H]2[C@H](C[N@@]12)O,,-5.927646119001511
3852,C[C@@H]1[C@@H]2[C@H](C#N)[C@@H]2O1,3.298063898108521,-6.902277317970802
3853,C1CN2=C1C(=O)C=C2,,
3854,C(C#N)[C@H]1[C@H]2CO[C@@H]12,5.305514566096972,-5.726105468012466
3855,C1=C[C@H](C=O)[N@@]2C[C@H]12,3.7738408415867157,-6.313216556048647
3856,C1=C(C=O)[C@@H]2C[N@@]2C1,4.468711498208504,-5.215211696607585
3857,C1[C@H]2[C@@H](C#N)CO[C@@H]12,3.9543910607977155,-5.072711126037976
3858,C[C@@H]1[C@@H]2[C@H](C#N)O[C@H]12,5.088552443858643,
3859,C1CN=C2C1=CCO2,5.394839964521961,-5.30215165720023
3860,C1[C@H]2C[C@@]31[C@H]2N=CO3,4.36054765083878,-5.10644403573082
3861,C1CN2=CC(=O)C=C12,4.565781332587503,-6.3041048306362795
3862,C[C@@]12[C@H]3[C@@H]4[C@@H]([C@H]1O4)[N@@]23,4.2566329440638215,-4.9332701659963645
3863,C1=CN=C([C@@H]2C[C@H]12)O,3.2279401085566493,-5.185500940087368
3864,C1=C[C@H]2C(=O)CN2C1,4.34229519409615,-5.872828173597955
3865,C(C#N)[C@@H]1[C@@H]2C[C@@H]2O1,,
3866,C1=C(C=O)[C@H]2[C@@H](C1)N2,3.246775680076607,-4.786919996909492
3867,C1[C@H]2C[C@@]31[C@H]2OC=N3,3.515522780992396,-5.274704006549146
3868,C1=C[C@@H]2[C@H](C(=O)C1)N2,4.056514515005401,-6.4439916030400495
3869,C1=CC(=O)[C@H]2[C@@H](C1)N2,4.042283175248085,
3870,C[N@]1[C@H]2C=CC(=O)[C@@H]12,3.684644839246684,-6.803096176368345
3871,C1=C[C@H]2[C@@H](C1)/C(=N)/O2,5.319990746872063,
3872,C1C[C@@H]2C1=CN=C2O,4.440176992905035,-5.931274423193318
3873,C1=C2CN[C@H]2C(=O)C1,3.8032642442290667,-4.759179580346827
3874,C1C[C@H]2[C@@H]1[C@@H](C#N)O2,4.959432505930235,-5.843302041400821
3875,C1[C@H](C#N)[C@@H]2CO[C@H]12,3.122492903292877,
3876,C#C[C@@H]1[C@H]2[C@H](CN2)O1,,-6.735931274979012
3877,C1=CC(=O)N2CC[C@H]12,3.315771305013695,-5.677523657315251
3878,C1=C[C@@H]2[C@H]([C@H]1C=O)N2,4.647123673585665,-6.315530979610631
3879,C1[C@H]2C(=CN[C@@H]12)C=O,4.1574704654581724,-5.072569424587928
3880,C#C[C@@H]1[C@H]2[C@@H](CO1)N2,4.113758635047415,-5.17933589427179
3881,C1=C[C@@H]2[C@H](C1)N=CO2,,
3882,C1[C@H](C#N)[C@H]2[C@@H]1CO2,4.1361893970448,-6.4378414636352685
3883,C#C[C@@H]1[C@H]2[C@H](CO2)N1,,
3884,C[C@]12[C@H]3CN=C2O[C@@H]13,,-6.888151138603862
3885,CN1[C@H]2[C@H]3[C@@H]1[C@@H]2C3=O,3.957346110006765,-5.270977471314327
3886,C1[C@@H]2[C@@H]3[C@]1(C[N@]23)C=O,,
3887,C1[C@H]2[C@H]3C[C@]1(C=O)[N@@]23,4.32671310835627,-5.586728842664743
3888,C1=C[C@]2(C[N@]3[C@@H]1[C@@H]23)O,3.6621534131104996,-4.825345379299907
3889,C[C@]12C[N@]3[C@H]([C@@H]13)C2=O,4.526906226563878,-5.0781020671487935
3890,C1=C[C@@H]2[C@@]3([C@H]1[C@@H]3N2)O,4.17785001091448,-5.296698314171809
3891,C1=C[C@H]2C(=O)[C@@H](C1)N2,5.607574170002917,-5.422026016883538
3892,C[C@@]12[C@@H]3[C@@H]4[C@]2([C@H]1[N@]34)O,,
3893,C[C@]12[C@H]3[C@@H]4[C@H]([C@@]13O)[N@]24,4.954487403391394,-5.105929230513939
3894,C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2N13,2.8994080291909627,-5.6862257131956
3895,C[C@@]12[C@@H]3[C@@H]4[C@@H]([C@H]1[N@]34)O2,4.167276154134524,
3896,C[C@@]12C[C@H]3[C@@H](C1=O)[N@@]23,,
3897,C1[C@H]2[C@@]3(CN2[C@H]13)C=O,4.725593380150312,-5.118438432951225
3898,C1[C@H]2[C@H]3[C@@]4(CN3[C@H]24)O1,,
3899,C[C@]12C[C@@H]3[C@H]1[N@@]3C2=O,3.8759378970176472,-4.711641984170856
3900,C1[C@H]2C[N@@]3[C@H]2[C@]13C=O,4.050268494660995,-5.0608230578104125
3901,C1[C@@]23CO[C@H]4[C@@H]2N1[C@@H]34,4.6304881101137285,-5.522695964187224
3902,C1[C@@]2([C@H]3[C@H]4[C@@H]2[C@@H]3O4)N1,5.438328460121338,-5.35052699800639
3903,C1[C@@H]2[C@H]3[C@@]2(CN13)C=O,4.73669326309624,
3904,C1[C@@]2([C@H]3[C@@H]4[C@H]3N1[C@H]24)O,4.679010345259084,-6.249039225412562
3905,C1[C@H]2[C@H]3[C@H]4[C@@]1([C@@H]2[N@@]34)O,4.164238182930203,-6.394681004379382
3906,C1[C@H]2[C@@H]3[C@H]4[C@@H]([C@]13O)[N@@]24,4.424236428958975,
3907,C1[C@H]2[C@@H]3[C@]4(CO4)[C@H]2N13,3.143274766855538,-6.325679633116525
3908,C1CN2[C@H]3[C@H]4[C@@H]2[C@@]13O4,5.420804400717825,-5.442776980569252
3909,C1[C@@H]2[C@@H]3[C@H]4[C@@]3([C@@H]2N14)O,3.9538628440228054,-5.020045027742017
3910,C1[C@@H]2C[C@]3(C=O)[C@H]1[N@]23,5.451233032056334,-5.309537460859647
3911,C1[C@@H]2C[C@H]1O[C@@H]2C#N,3.745891047942277,
3912,C1[C@H](C#N)[C@H]2C[C@@H]1O2,,
3913,C1=CC(=N[C@H]2C[C@@H]12)O,4.863067835149704,-4.927067111798752
3914,C1=CC(=O)C[N@]2C[C@@H]12,,-6.753645994556282
3915,C1C(=C[N@]2C[C@@H]12)C=O,3.6755084700294534,-6.500604944741499
3916,CC1=C[C@@H]2[C@H](C1=O)N2,3.809143563678444,-5.04896049749681
3917,CC1=C[C@H]2C[N@]2C1=O,4.139934540177419,-5.069741670403746
3918,C1[C@H]2[C@@H]3CN2[C@]13C=O,4.0773880374477445,-4.9914403956094615
3919,C[C@H]1[C@@H]2[C@H](C#N)[C@H]1O2,3.4343062869707497,-5.131386864198649
3920,C1=C[C@H]2C[C@@H]1C(=N2)O,4.049027941233871,-6.4804857600697146
3921,C1=C[C@H]2C[C@@H]1/C(=N)/O2,4.004629506759156,-5.812407272023338
3922,C1=C/C(=N)/O[C@H]2C[C@@H]12,3.8640105526706607,-5.936850347675718
3923,C1=C[N@@]2C[C@@H]2CC1=O,3.7068643411026274,-5.904618215795781
3924,CC1=C[C@H]2C(=O)[C@@H]1N2,4.75185944052333,-5.443374336933121
3925,C[C@]12[C@H]3CN([C@@H]13)C2=O,4.3067984745198915,
3926,C[C@@]12[C@H]3[C@H](C[N@@]23)C1=O,,
3927,C#C[C@H]1[C@H]2[C@@H]([C@@H]1N2)O,3.8723974689315215,-5.303688825325881
3928,C1C[C@]23C[C@]12N=CO3,4.061999493200855,-4.996343469517742
3929,C1=C[C@]23CO[C@@H]2[C@H]1N3,,
3930,C1=C[C@]23CN[C@@H]2[C@H]1O3,4.970394381140577,-5.805097851092287
3931,C1=C(C[C@H]2[C@@H]1N2)C=O,3.899564361289376,-5.698137477483615
3932,C1=C(C[N@@]2C[C@H]12)C=O,4.478909143874771,-5.995603666643947
3933,C1=C[C@H]2C[C@@H]1N=CO2,4.5579804744434655,-5.231635253166533
3934,C1=C[C@H]2[C@@H](CC1=O)N2,2.542329075926827,
3935,CC1=CC(=O)[N@]2C[C@@H]12,4.085891346540447,-5.911954219392501
3936,CC1=CC(=O)[C@@H]2[C@H]1N2,4.454993249359686,-5.970617073858594
3937,C[C@]12CN=C3[C@H]1[C@H]2O3,4.729708910061672,-5.920020761706328
3938,C[C@@]12[C@H]3C[C@@H](C1=O)[N@@]23,4.359227339650315,-4.85391746674708
